Country,Admin 1,Market,Commodity,Price Type,Year,Month,Price,Unit,Currency
Ghana,Ashanti,Kumasi,Maize,Wholesale,2008,1,25,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2008,2,27.5,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2008,3,33.16,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2008,4,39.5,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2008,5,52,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2008,6,51.3,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2008,7,79.3,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2008,8,85,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2008,9,44.35,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2008,10,38.55,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2008,11,42.2,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2008,12,38,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2009,1,44.5,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2009,2,51.25,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2009,3,55.75,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2009,4,58,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2009,5,69.6,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2009,6,67,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2009,7,67.25,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2009,8,67.6,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2009,9,38,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2009,10,48,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2009,11,58.5,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2009,12,58.5,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2010,1,52.4,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2010,2,49,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2010,3,47.25,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2010,4,38,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2010,5,43.6,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2010,6,48.5,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2010,7,50,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2010,8,39,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2010,9,35.5,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2010,10,29.8,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2010,11,36,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2010,12,,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2011,1,43.8,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2011,2,38.2,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2011,3,50,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2011,4,50,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2011,5,50,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2011,6,81,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2011,7,83,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2011,8,83,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2011,9,85.75,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2011,10,77,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2011,11,67,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2011,12,101,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2012,1,100,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2012,2,100,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2012,3,103,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2012,4,101.25,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2012,5,122.75,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2012,6,131.2,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2012,7,120,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2012,8,110,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2012,9,86.25,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2012,10,70,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2012,11,77.5,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2012,12,78,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2013,1,78.75,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2013,2,78.75,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2013,3,78.25,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2013,4,81,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2013,5,83.75,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2013,6,76,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2013,7,73,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2013,8,79,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2013,9,71.5,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2013,10,70,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2013,11,74.25,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2013,12,78.75,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2014,1,88,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2014,2,95.5,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2014,3,96,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2014,4,95.5,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2014,5,102,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2014,6,108.75,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2014,7,108.75,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2014,8,140,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2014,9,136,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2014,10,136,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2014,11,126.25,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2014,12,125,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2015,1,125,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2015,2,125,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2015,3,121.25,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2015,4,122.5,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2015,5,134,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2015,6,142.5,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2015,7,151.25,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2015,8,,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2015,9,,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2015,10,144,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2015,11,145,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2015,12,145,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2016,1,141,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2016,2,142.5,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2016,3,145,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2016,4,148,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2016,5,151.25,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2016,6,168.75,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2016,7,175,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2016,8,157.5,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2016,9,147,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2016,10,,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2016,11,77.5,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2016,12,124,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2017,1,126.5,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2017,2,130,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2017,3,125,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2017,4,115,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2017,5,140,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2017,6,160,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2017,7,200,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2017,8,,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2017,9,,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2017,10,153.3333,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2017,11,110,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2017,12,116,100 KG,GHS
Ghana,Ashanti,Kumasi,Maize,Wholesale,2018,1,116.01,100 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2014,4,220,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2014,5,220,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2014,6,220,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2014,7,220,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2014,8,250,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2014,9,272.5,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2014,10,272.5,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2014,11,280,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2014,12,280,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2015,1,280,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2015,2,280,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2015,3,280,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2015,4,280,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2015,5,280,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2015,6,280,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2015,7,295,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2015,8,,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2015,9,,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2015,10,276,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2015,11,252.5,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2015,12,250,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2016,1,258,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2016,2,260,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2016,3,260,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2016,4,264,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2016,5,280,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2016,6,280,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2016,7,210,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2016,8,190,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2016,9,,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2016,10,,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2016,11,250,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2016,12,250,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2017,1,257.5,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2017,2,260,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2017,3,252,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2017,4,250,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2017,5,250,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2017,6,247,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2017,7,210,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2017,8,,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2017,9,,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2017,10,,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2017,11,360,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (imported),Wholesale,2017,12,180,50 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2008,1,6.77,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2008,2,7.75,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2008,3,7.67,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2008,4,8.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2008,5,11.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2008,6,9.62,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2008,7,7.3,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2008,8,8.88,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2008,9,10.25,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2008,10,9.63,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2008,11,10,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2008,12,10.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2009,1,18.8,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2009,2,10.25,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2009,3,9.38,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2009,4,10.88,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2009,5,9.6,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2009,6,11.3,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2009,7,14.8,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2009,8,9.6,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2009,9,11.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2009,10,10.75,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2009,11,11.75,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2009,12,11.75,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2010,1,14.4,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2010,2,19.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2010,3,17.75,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2010,4,19,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2010,5,17.4,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2010,6,15.25,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2010,7,13.4,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2010,8,9,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2010,9,8.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2010,10,11,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2010,11,10,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2010,12,,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2011,1,16,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2011,2,12.6,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2011,3,11.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2011,4,12.25,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2011,5,19,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2011,6,18.25,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2011,7,17.75,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2011,8,17.3333,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2011,9,17.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2011,10,15.75,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2011,11,13.25,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2011,12,18.6,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2012,1,22.25,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2012,2,24.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2012,3,25.6,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2012,4,27.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2012,5,31,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2012,6,29.2,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2012,7,19.25,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2012,8,21.25,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2012,9,28,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2012,10,28.75,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2012,11,29.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2012,12,35.6,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2013,1,42.25,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2013,2,40,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2013,3,40.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2013,4,38,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2013,5,35.75,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2013,6,38.6,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2013,7,39.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2013,8,38.2,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2013,9,37.25,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2013,10,38,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2013,11,39.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2013,12,40,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2014,1,37.4,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2014,2,34.75,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2014,3,39,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2014,4,32.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2014,5,35.6,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2014,6,36,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2014,7,36,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2014,8,28,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2014,9,27.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2014,10,27.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2014,11,24.75,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2014,12,26.75,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2015,1,24,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2015,2,30,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2015,3,28.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2015,4,27.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2015,5,28.4,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2015,6,28,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2015,7,30.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2015,8,,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2015,9,,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2015,10,40.4,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2015,11,41.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2015,12,43.75,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2016,1,48.8,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2016,2,72.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2016,3,95,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2016,4,110,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2016,5,132.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2016,6,132.5,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2016,7,91,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2016,8,96.25,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2016,9,87,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2016,10,92,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2016,11,90,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2016,12,92.4,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2017,1,110,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2017,2,110,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2017,3,95,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2017,4,95,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2017,5,90,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2017,6,,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2017,7,82,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2017,8,,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2017,9,,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2017,10,65,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2017,11,46.6,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2017,12,49,91 KG,GHS
Ghana,Ashanti,Kumasi,Cassava,Wholesale,2018,1,49,91 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2008,1,37.5,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2008,2,38.25,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2008,3,38,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2008,4,36.75,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2008,5,40.6,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2008,6,45.62,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2008,7,52.5,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2008,8,61.44,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2008,9,55.63,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2008,10,55,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2008,11,48.2,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2008,12,47.5,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2009,1,51,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2009,2,50,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2009,3,52.5,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2009,4,55,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2009,5,60,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2009,6,54.25,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2009,7,56,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2009,8,56,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2009,9,59.5,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2009,10,57.5,50 KG,GHS
Ghana,Ashanti,Kumasi,Rice (local),Wholesale,2009,11,57,50 KG,GHS
