market,commodity,year,month,cpi
Cape Coast,Yam,2015,12,123.1852
Cape Coast,Yam,2016,1,130.3701
Cape Coast,Yam,2016,2,131.1867
Cape Coast,Yam,2016,3,132.2356
Cape Coast,Yam,2016,4,134.2526
Cape Coast,Yam,2016,5,135.9292
Cape Coast,Yam,2016,6,137.9933
Cape Coast,Yam,2016,7,136.92
Cape Coast,Yam,2016,8,135.0664
Cape Coast,Yam,2016,9,131.7905
Cape Coast,Yam,2016,10,131.4893
Cape Coast,Yam,2016,11,133.5423
Cape Coast,Yam,2016,12,135.1228
Cape Coast,Yam,2017,1,139.5017
Cape Coast,Yam,2017,2,140.5844
Cape Coast,Yam,2017,3,141.8227
Cape Coast,Yam,2017,4,143.2019
Cape Coast,Yam,2017,5,144.5164
Cape Coast,Yam,2017,6,146.5159
Cape Coast,Yam,2017,7,146.8
Cape Coast,Yam,2017,8,145
Mankessim,Maize,2008,1,214.5
Mankessim,Maize,2008,2,220.7
Mankessim,Maize,2008,3,225.7
Mankessim,Maize,2008,4,231.3
Mankessim,Maize,2008,5,243.5
Mankessim,Maize,2008,6,249.1
Mankessim,Maize,2008,7,251
Mankessim,Maize,2008,8,248.6
Mankessim,Maize,2008,9,243.8
Mankessim,Maize,2008,10,236.9
Mankessim,Maize,2008,11,241.1
Mankessim,Maize,2008,12,246.7
Mankessim,Maize,2009,1,256.2
Mankessim,Maize,2009,2,262.5
Mankessim,Maize,2009,3,267.5
Mankessim,Maize,2009,4,276
Mankessim,Maize,2009,5,285.3
Mankessim,Maize,2009,6,287.8
Mankessim,Maize,2009,7,289.1
Mankessim,Maize,2009,8,285.3
Mankessim,Maize,2009,9,275
Mankessim,Maize,2009,10,269
Mankessim,Maize,2009,11,271
Mankessim,Maize,2009,12,275.9
Mankessim,Maize,2010,1,279.5
Mankessim,Maize,2010,2,284
Mankessim,Maize,2010,3,287.1
Mankessim,Maize,2010,4,292.1
Mankessim,Maize,2010,5,298.6
Mankessim,Maize,2010,6,305.4
Mankessim,Maize,2010,7,306
Mankessim,Maize,2010,8,300.5
Mankessim,Maize,2010,9,290.6
Mankessim,Maize,2010,10,284.1
Mankessim,Maize,2010,11,285.4
Mankessim,Maize,2010,12,288.3
Mankessim,Maize,2011,1,293
Mankessim,Maize,2011,2,297
Mankessim,Maize,2011,3,300.6
Mankessim,Maize,2011,4,304.3
Mankessim,Maize,2011,5,310.4
Mankessim,Maize,2011,6,313.9
Mankessim,Maize,2011,7,316
Mankessim,Maize,2011,8,311.9
Mankessim,Maize,2011,9,301.4
Mankessim,Maize,2011,10,295.6
Mankessim,Maize,2011,11,298
Mankessim,Maize,2011,12,300.6
Mankessim,Maize,2012,1,97.4958
Mankessim,Maize,2012,2,98.641
Mankessim,Maize,2012,3,98.641
Mankessim,Maize,2012,4,101.4071
Mankessim,Maize,2012,5,101.4071
Mankessim,Maize,2012,6,102.1679
Mankessim,Maize,2012,7,103.9148
Mankessim,Maize,2012,8,101.9171
Mankessim,Maize,2012,9,97.3699
Mankessim,Maize,2012,10,98.5842
Mankessim,Maize,2012,11,98.9502
Mankessim,Maize,2012,12,99.6234
Mankessim,Maize,2013,1,105.273
Mankessim,Maize,2013,2,105.273
Mankessim,Maize,2013,3,105.273
Mankessim,Maize,2013,4,108.0738
Mankessim,Maize,2013,5,108.0738
Mankessim,Maize,2013,6,109.6575
Mankessim,Maize,2013,7,111.53
Mankessim,Maize,2013,8,110.0008
Mankessim,Maize,2013,9,106.0242
Mankessim,Maize,2013,10,105.3739
Mankessim,Maize,2013,11,106.1582
Mankessim,Maize,2013,12,106.8374
Mankessim,Maize,2014,1,112.7433
Mankessim,Maize,2014,2,113.1858
Mankessim,Maize,2014,3,113.92
Mankessim,Maize,2014,4,115.6005
Mankessim,Maize,2014,5,116.7307
Mankessim,Maize,2014,6,118.3548
Mankessim,Maize,2014,7,117.1318
Mankessim,Maize,2014,8,115.7
Mankessim,Maize,2014,9,112.1683
Mankessim,Maize,2014,10,112.243
Mankessim,Maize,2014,11,113.2103
Mankessim,Maize,2014,12,114.0564
Mankessim,Maize,2015,1,120.5275
Mankessim,Maize,2015,2,121.1263
Mankessim,Maize,2015,3,122.0781
Mankessim,Maize,2015,4,123.8958
Mankessim,Maize,2015,5,125.2882
Mankessim,Maize,2015,6,127.111
Mankessim,Maize,2015,7,126.0348
Mankessim,Maize,2015,8,124.5137
Mankessim,Maize,2015,9,120.9395
Mankessim,Maize,2015,10,121.0138
Mankessim,Maize,2015,11,122.1764
Mankessim,Maize,2015,12,123.1852
Mankessim,Maize,2016,1,130.3701
Mankessim,Maize,2016,2,131.1867
Mankessim,Maize,2016,3,132.2356
Mankessim,Maize,2016,4,134.2526
Mankessim,Maize,2016,5,135.9292
Mankessim,Maize,2016,6,137.9933
Mankessim,Maize,2016,7,136.92
Mankessim,Maize,2016,8,135.0664
Mankessim,Maize,2016,9,131.7905
Mankessim,Maize,2016,10,131.4893
Mankessim,Maize,2016,11,133.5423
Mankessim,Maize,2016,12,135.1228
Mankessim,Maize,2017,1,139.5017
Mankessim,Maize,2017,2,140.5844
Mankessim,Maize,2017,3,141.8227
Mankessim,Maize,2017,4,143.2019
Mankessim,Maize,2017,5,144.5164
Mankessim,Maize,2017,6,146.5159
Mankessim,Maize,2017,7,146.8
Mankessim,Maize,2017,8,145
Mankessim,Maize,2017,9,142.4703
Mankessim,Cassava,2008,1,214.5
Mankessim,Cassava,2008,2,220.7
Mankessim,Cassava,2008,3,225.7
Mankessim,Cassava,2008,4,231.3
Mankessim,Cassava,2008,5,243.5
Mankessim,Cassava,2008,6,249.1
Mankessim,Cassava,2008,7,251
Mankessim,Cassava,2008,8,248.6
Mankessim,Cassava,2008,9,243.8
Mankessim,Cassava,2008,10,236.9
Mankessim,Cassava,2008,11,241.1
Mankessim,Cassava,2008,12,246.7
Mankessim,Cassava,2009,1,256.2
Mankessim,Cassava,2009,2,262.5
Mankessim,Cassava,2009,3,267.5
Mankessim,Cassava,2009,4,276
Mankessim,Cassava,2009,5,285.3
Mankessim,Cassava,2009,6,287.8
Mankessim,Cassava,2009,7,289.1
Mankessim,Cassava,2009,8,285.3
Mankessim,Cassava,2009,9,275
Mankessim,Cassava,2009,10,269
Mankessim,Cassava,2009,11,271
Mankessim,Cassava,2009,12,275.9
Mankessim,Cassava,2010,1,279.5
Mankessim,Cassava,2010,2,284
Mankessim,Cassava,2010,3,287.1
Mankessim,Cassava,2010,4,292.1
Mankessim,Cassava,2010,5,298.6
Mankessim,Cassava,2010,6,305.4
Mankessim,Cassava,2010,7,306
Mankessim,Cassava,2010,8,300.5
Mankessim,Cassava,2010,9,290.6
Mankessim,Cassava,2010,10,284.1
Mankessim,Cassava,2010,11,285.4
Mankessim,Cassava,2010,12,288.3
Mankessim,Cassava,2011,1,293
Mankessim,Cassava,2011,2,297
Mankessim,Cassava,2011,3,300.6
Mankessim,Cassava,2011,4,304.3
Mankessim,Cassava,2011,5,310.4
Mankessim,Cassava,2011,6,313.9
Mankessim,Cassava,2011,7,316
Mankessim,Cassava,2011,8,311.9
Mankessim,Cassava,2011,9,301.4
Mankessim,Cassava,2011,10,295.6
Mankessim,Cassava,2011,11,298
Mankessim,Cassava,2011,12,300.6
Mankessim,Cassava,2012,1,97.4958
Mankessim,Cassava,2012,2,98.641
Mankessim,Cassava,2012,3,98.641
Mankessim,Cassava,2012,4,101.4071
Mankessim,Cassava,2012,5,101.4071
Mankessim,Cassava,2012,6,102.1679
Mankessim,Cassava,2012,7,103.9148
Mankessim,Cassava,2012,8,101.9171
Mankessim,Cassava,2012,9,97.3699
Mankessim,Cassava,2012,10,98.5842
Mankessim,Cassava,2012,11,98.9502
Mankessim,Cassava,2012,12,99.6234
Mankessim,Cassava,2013,1,105.273
Mankessim,Cassava,2013,2,105.273
Mankessim,Cassava,2013,3,105.273
Mankessim,Cassava,2013,4,108.0738
Mankessim,Cassava,2013,5,108.0738
Mankessim,Cassava,2013,6,109.6575
Mankessim,Cassava,2013,7,111.53
Mankessim,Cassava,2013,8,110.0008
Mankessim,Cassava,2013,9,106.0242
Mankessim,Cassava,2013,10,105.3739
Mankessim,Cassava,2013,11,106.1582
Mankessim,Cassava,2013,12,106.8374
Mankessim,Cassava,2014,1,112.7433
Mankessim,Cassava,2014,2,113.1858
Mankessim,Cassava,2014,3,113.92
Mankessim,Cassava,2014,4,115.6005
Mankessim,Cassava,2014,5,116.7307
Mankessim,Cassava,2014,6,118.3548
Mankessim,Cassava,2014,7,117.1318
Mankessim,Cassava,2014,8,115.7
Mankessim,Cassava,2014,9,112.1683
Mankessim,Cassava,2014,10,112.243
Mankessim,Cassava,2014,11,113.2103
Mankessim,Cassava,2014,12,114.0564
Mankessim,Cassava,2015,1,120.5275
Mankessim,Cassava,2015,2,121.1263
Mankessim,Cassava,2015,3,122.0781
Mankessim,Cassava,2015,4,123.8958
Mankessim,Cassava,2015,5,125.2882
Mankessim,Cassava,2015,6,127.111
Mankessim,Cassava,2015,7,126.0348
Mankessim,Cassava,2015,8,124.5137
Mankessim,Cassava,2015,9,120.9395
Mankessim,Cassava,2015,10,121.0138
Mankessim,Cassava,2015,11,122.1764
Mankessim,Cassava,2015,12,123.1852
Mankessim,Cassava,2016,1,130.3701
Mankessim,Cassava,2016,2,131.1867
Mankessim,Cassava,2016,3,132.2356
Mankessim,Cassava,2016,4,134.2526
Mankessim,Cassava,2016,5,135.9292
Mankessim,Cassava,2016,6,137.9933
Mankessim,Cassava,2016,7,136.92
Mankessim,Cassava,2016,8,135.0664
Mankessim,Cassava,2016,9,131.7905
Mankessim,Cassava,2016,10,131.4893
Mankessim,Cassava,2016,11,133.5423
Mankessim,Cassava,2016,12,135.1228
Mankessim,Cassava,2017,1,139.5017
Mankessim,Cassava,2017,2,140.5844
Mankessim,Cassava,2017,3,141.8227
Mankessim,Cassava,2017,4,143.2019
Mankessim,Cassava,2017,5,144.5164
Mankessim,Cassava,2017,6,146.5159
Mankessim,Cassava,2017,7,146.8
Mankessim,Cassava,2017,8,145
Mankessim,Cassava,2017,9,142.4703
Mankessim,Rice (local),2008,1,214.5
Mankessim,Rice (local),2008,2,220.7
Mankessim,Rice (local),2008,3,225.7
Mankessim,Rice (local),2008,4,231.3
Mankessim,Rice (local),2008,5,243.5
Mankessim,Rice (local),2008,6,249.1
Mankessim,Rice (local),2008,7,251
Mankessim,Rice (local),2008,8,248.6
Mankessim,Rice (local),2008,9,243.8
Mankessim,Rice (local),2008,10,236.9
Mankessim,Rice (local),2008,11,241.1
Mankessim,Rice (local),2008,12,246.7
Mankessim,Rice (local),2009,1,256.2
Mankessim,Rice (local),2009,2,262.5
Mankessim,Rice (local),2009,3,267.5
Mankessim,Rice (local),2009,4,276
Mankessim,Rice (local),2009,5,285.3
Mankessim,Rice (local),2009,6,287.8
Mankessim,Rice (local),2009,7,289.1
Mankessim,Rice (local),2009,8,285.3
Mankessim,Rice (local),2009,9,275
Mankessim,Rice (local),2009,10,269
Mankessim,Rice (local),2009,11,271
Mankessim,Rice (local),2009,12,275.9
Mankessim,Rice (local),2010,1,279.5
Mankessim,Rice (local),2010,2,284
Mankessim,Rice (local),2010,3,287.1
Mankessim,Rice (local),2010,4,292.1
Mankessim,Rice (local),2010,5,298.6
Mankessim,Rice (local),2010,6,305.4
Mankessim,Rice (local),2010,7,306
Mankessim,Rice (local),2010,8,300.5
Mankessim,Rice (local),2010,9,290.6
Mankessim,Rice (local),2010,10,284.1
Mankessim,Rice (local),2010,11,285.4
Mankessim,Rice (local),2010,12,288.3
Mankessim,Rice (local),2011,1,293
Mankessim,Rice (local),2011,2,297
Mankessim,Rice (local),2011,3,300.6
Mankessim,Rice (local),2011,4,304.3
Mankessim,Rice (local),2011,5,310.4
Mankessim,Rice (local),2011,6,313.9
Mankessim,Rice (local),2011,7,316
Mankessim,Rice (local),2011,8,311.9
Mankessim,Rice (local),2011,9,301.4
Mankessim,Rice (local),2011,10,295.6
Mankessim,Rice (local),2011,11,298
Mankessim,Rice (local),2011,12,300.6
Mankessim,Rice (local),2012,1,97.4958
Mankessim,Rice (local),2012,2,98.641
Mankessim,Rice (local),2012,3,98.641
Mankessim,Rice (local),2012,4,101.4071
Mankessim,Rice (local),2012,5,101.4071
Mankessim,Rice (local),2012,6,102.1679
Mankessim,Rice (local),2012,7,103.9148
Mankessim,Rice (local),2012,8,101.9171
Mankessim,Rice (local),2012,9,97.3699
Mankessim,Rice (local),2012,10,98.5842
Mankessim,Rice (local),2012,11,98.9502
Mankessim,Rice (local),2012,12,99.6234
Mankessim,Rice (local),2013,1,105.273
Mankessim,Rice (local),2013,2,105.273
Mankessim,Rice (local),2013,3,105.273
Mankessim,Rice (local),2013,4,108.0738
Mankessim,Rice (local),2013,5,108.0738
Mankessim,Rice (local),2013,6,109.6575
Mankessim,Rice (local),2013,7,111.53
Mankessim,Rice (local),2013,8,110.0008
Mankessim,Rice (local),2013,9,106.0242
Mankessim,Rice (local),2013,10,105.3739
Mankessim,Rice (local),2013,11,106.1582
Mankessim,Rice (local),2013,12,106.8374
Mankessim,Rice (local),2014,1,112.7433
Mankessim,Rice (local),2014,2,113.1858
Mankessim,Rice (local),2014,3,113.92
Mankessim,Rice (local),2014,4,115.6005
Mankessim,Rice (local),2014,5,116.7307
Mankessim,Rice (local),2014,6,118.3548
Mankessim,Rice (local),2014,7,117.1318
Mankessim,Rice (local),2014,8,115.7
Mankessim,Rice (local),2014,9,112.1683
Mankessim,Rice (local),2014,10,112.243
Mankessim,Rice (local),2014,11,113.2103
Mankessim,Rice (local),2014,12,114.0564
Mankessim,Rice (local),2015,1,120.5275
Mankessim,Rice (local),2015,2,121.1263
Mankessim,Rice (local),2015,3,122.0781
Mankessim,Rice (local),2015,4,123.8958
Mankessim,Rice (local),2015,5,125.2882
Mankessim,Rice (local),2015,6,127.111
Mankessim,Rice (local),2015,7,126.0348
Mankessim,Rice (local),2015,8,124.5137
Mankessim,Rice (local),2015,9,120.9395
Mankessim,Rice (local),2015,10,121.0138
Mankessim,Rice (local),2015,11,122.1764
Mankessim,Rice (local),2015,12,123.1852
Mankessim,Rice (local),2016,1,130.3701
Mankessim,Rice (local),2016,2,131.1867
Mankessim,Rice (local),2016,3,132.2356
Mankessim,Rice (local),2016,4,134.2526
Mankessim,Rice (local),2016,5,135.9292
Mankessim,Rice (local),2016,6,137.9933
Mankessim,Rice (local),2016,7,136.92
Mankessim,Rice (local),2016,8,135.0664
Mankessim,Rice (local),2016,9,131.7905
Mankessim,Rice (local),2016,10,131.4893
Mankessim,Rice (local),2016,11,133.5423
Mankessim,Rice (local),2016,12,135.1228
Mankessim,Rice (local),2017,1,139.5017
Mankessim,Rice (local),2017,2,140.5844
Mankessim,Rice (local),2017,3,141.8227
Mankessim,Rice (local),2017,4,143.2019
Mankessim,Rice (local),2017,5,144.5164
Mankessim,Rice (local),2017,6,146.5159
Mankessim,Rice (local),2017,7,146.8
Mankessim,Rice (local),2017,8,145
Mankessim,Rice (local),2017,9,142.4703
Mankessim,Plantains (apentu),2008,1,214.5
Mankessim,Plantains (apentu),2008,2,220.7
Mankessim,Plantains (apentu),2008,3,225.7
Mankessim,Plantains (apentu),2008,4,231.3
Mankessim,Plantains (apentu),2008,5,243.5
Mankessim,Plantains (apentu),2008,6,249.1
Mankessim,Plantains (apentu),2008,7,251
Mankessim,Plantains (apentu),2008,8,248.6
Mankessim,Plantains (apentu),2008,9,243.8
Mankessim,Plantains (apentu),2008,10,236.9
Mankessim,Plantains (apentu),2008,11,241.1
Mankessim,Plantains (apentu),2008,12,246.7
Mankessim,Plantains (apentu),2009,1,256.2
Mankessim,Plantains (apentu),2009,2,262.5
Mankessim,Plantains (apentu),2009,3,267.5
Mankessim,Plantains (apentu),2009,4,276
Mankessim,Plantains (apentu),2009,5,285.3
Mankessim,Plantains (apentu),2009,6,287.8
Mankessim,Plantains (apentu),2009,7,289.1
Mankessim,Plantains (apentu),2009,8,285.3
Mankessim,Plantains (apentu),2009,9,275
Mankessim,Plantains (apentu),2009,10,269
Mankessim,Plantains (apentu),2009,11,271
Mankessim,Plantains (apentu),2009,12,275.9
Mankessim,Plantains (apentu),2010,1,279.5
Mankessim,Plantains (apentu),2010,2,284
Mankessim,Plantains (apentu),2010,3,287.1
Mankessim,Plantains (apentu),2010,4,292.1
Mankessim,Plantains (apentu),2010,5,298.6
Mankessim,Plantains (apentu),2010,6,305.4
Mankessim,Plantains (apentu),2010,7,306
Mankessim,Plantains (apentu),2010,8,300.5
Mankessim,Plantains (apentu),2010,9,290.6
Mankessim,Plantains (apentu),2010,10,284.1
Mankessim,Plantains (apentu),2010,11,285.4
Mankessim,Plantains (apentu),2010,12,288.3
Mankessim,Plantains (apentu),2011,1,293
Mankessim,Plantains (apentu),2011,2,297
Mankessim,Plantains (apentu),2011,3,300.6
Mankessim,Plantains (apentu),2011,4,304.3
Mankessim,Plantains (apentu),2011,5,310.4
Mankessim,Plantains (apentu),2011,6,313.9
Mankessim,Plantains (apentu),2011,7,316
Mankessim,Plantains (apentu),2011,8,311.9
Mankessim,Plantains (apentu),2011,9,301.4
Mankessim,Plantains (apentu),2011,10,295.6
Mankessim,Plantains (apentu),2011,11,298
Mankessim,Plantains (apentu),2011,12,300.6
Mankessim,Plantains (apentu),2012,1,97.4958
Mankessim,Plantains (apentu),2012,2,98.641
Mankessim,Plantains (apentu),2012,3,98.641
Mankessim,Plantains (apentu),2012,4,101.4071
Mankessim,Plantains (apentu),2012,5,101.4071
Mankessim,Plantains (apentu),2012,6,102.1679
Mankessim,Plantains (apentu),2012,7,103.9148
Mankessim,Plantains (apentu),2012,8,101.9171
Mankessim,Plantains (apentu),2012,9,97.3699
Mankessim,Plantains (apentu),2012,10,98.5842
Mankessim,Plantains (apentu),2012,11,98.9502
Mankessim,Plantains (apentu),2012,12,99.6234
Mankessim,Plantains (apentu),2013,1,105.273
Mankessim,Plantains (apentu),2013,2,105.273
Mankessim,Plantains (apentu),2013,3,105.273
Mankessim,Plantains (apentu),2013,4,108.0738
Mankessim,Plantains (apentu),2013,5,108.0738
Mankessim,Plantains (apentu),2013,6,109.6575
Mankessim,Plantains (apentu),2013,7,111.53
Mankessim,Plantains (apentu),2013,8,110.0008
Mankessim,Plantains (apentu),2013,9,106.0242
Mankessim,Plantains (apentu),2013,10,105.3739
Mankessim,Plantains (apentu),2013,11,106.1582
Mankessim,Plantains (apentu),2013,12,106.8374
Mankessim,Plantains (apentu),2014,1,112.7433
Mankessim,Plantains (apentu),2014,2,113.1858
Mankessim,Plantains (apentu),2014,3,113.92
Mankessim,Plantains (apentu),2014,4,115.6005
Mankessim,Plantains (apentu),2014,5,116.7307
Mankessim,Plantains (apentu),2014,6,118.3548
Mankessim,Plantains (apentu),2014,7,117.1318
Mankessim,Plantains (apentu),2014,8,115.7
Mankessim,Plantains (apentu),2014,9,112.1683
Mankessim,Plantains (apentu),2014,10,112.243
Mankessim,Plantains (apentu),2014,11,113.2103
Mankessim,Plantains (apentu),2014,12,114.0564
Mankessim,Plantains (apentu),2015,1,120.5275
Mankessim,Plantains (apentu),2015,2,121.1263
Mankessim,Plantains (apentu),2015,3,122.0781
Mankessim,Plantains (apentu),2015,4,123.8958
Mankessim,Plantains (apentu),2015,5,125.2882
Mankessim,Plantains (apentu),2015,6,127.111
Mankessim,Plantains (apentu),2015,7,126.0348
Mankessim,Plantains (apentu),2015,8,124.5137
Mankessim,Plantains (apentu),2015,9,120.9395
Mankessim,Plantains (apentu),2015,10,121.0138
Mankessim,Plantains (apentu),2015,11,122.1764
Mankessim,Plantains (apentu),2015,12,123.1852
Mankessim,Plantains (apentu),2016,1,130.3701
Mankessim,Plantains (apentu),2016,2,131.1867
Mankessim,Plantains (apentu),2016,3,132.2356
Mankessim,Plantains (apentu),2016,4,134.2526
Mankessim,Plantains (apentu),2016,5,135.9292
Mankessim,Plantains (apentu),2016,6,137.9933
Mankessim,Plantains (apentu),2016,7,136.92
Mankessim,Plantains (apentu),2016,8,135.0664
Mankessim,Plantains (apentu),2016,9,131.7905
Mankessim,Plantains (apentu),2016,10,131.4893
Mankessim,Plantains (apentu),2016,11,133.5423
Mankessim,Plantains (apentu),2016,12,135.1228
Mankessim,Plantains (apentu),2017,1,139.5017
Mankessim,Plantains (apentu),2017,2,140.5844
Mankessim,Plantains (apentu),2017,3,141.8227
Mankessim,Plantains (apentu),2017,4,143.2019
Mankessim,Plantains (apentu),2017,5,144.5164
Mankessim,Plantains (apentu),2017,6,146.5159
Mankessim,Plantains (apentu),2017,7,146.8
Mankessim,Plantains (apentu),2017,8,145
Mankessim,Plantains (apentu),2017,9,142.4703
Mankessim,Yam,2008,1,214.5
Mankessim,Yam,2008,2,220.7
Mankessim,Yam,2008,3,225.7
Mankessim,Yam,2008,4,231.3
Mankessim,Yam,2008,5,243.5
Mankessim,Yam,2008,6,249.1
Mankessim,Yam,2008,7,251
Mankessim,Yam,2008,8,248.6
Mankessim,Yam,2008,9,243.8
Mankessim,Yam,2008,10,236.9
Mankessim,Yam,2008,11,241.1
Mankessim,Yam,2008,12,246.7
Mankessim,Yam,2009,1,256.2
Mankessim,Yam,2009,2,262.5
Mankessim,Yam,2009,3,267.5
Mankessim,Yam,2009,4,276
Mankessim,Yam,2009,5,285.3
Mankessim,Yam,2009,6,287.8
Mankessim,Yam,2009,7,289.1
Mankessim,Yam,2009,8,285.3
Mankessim,Yam,2009,9,275
Mankessim,Yam,2009,10,269
Mankessim,Yam,2009,11,271
Mankessim,Yam,2009,12,275.9
Mankessim,Yam,2010,1,279.5
Mankessim,Yam,2010,2,284
Mankessim,Yam,2010,3,287.1
Mankessim,Yam,2010,4,292.1
Mankessim,Yam,2010,5,298.6
Mankessim,Yam,2010,6,305.4
Mankessim,Yam,2010,7,306
Mankessim,Yam,2010,8,300.5
Mankessim,Yam,2010,9,290.6
Mankessim,Yam,2010,10,284.1
Mankessim,Yam,2010,11,285.4
Mankessim,Yam,2010,12,288.3
Mankessim,Yam,2011,1,293
Mankessim,Yam,2011,2,297
Mankessim,Yam,2011,3,300.6
Mankessim,Yam,2011,4,304.3
Mankessim,Yam,2011,5,310.4
Mankessim,Yam,2011,6,313.9
Mankessim,Yam,2011,7,316
Mankessim,Yam,2011,8,311.9
Mankessim,Yam,2011,9,301.4
Mankessim,Yam,2011,10,295.6
Mankessim,Yam,2011,11,298
Mankessim,Yam,2011,12,300.6
Mankessim,Yam,2012,1,97.4958
Mankessim,Yam,2012,2,98.641
Mankessim,Yam,2012,3,98.641
Mankessim,Yam,2012,4,101.4071
Mankessim,Yam,2012,5,101.4071
Mankessim,Yam,2012,6,102.1679
Mankessim,Yam,2012,7,103.9148
Mankessim,Yam,2012,8,101.9171
Mankessim,Yam,2012,9,97.3699
Mankessim,Yam,2012,10,98.5842
Mankessim,Yam,2012,11,98.9502
Mankessim,Yam,2012,12,99.6234
Mankessim,Yam,2013,1,105.273
Mankessim,Yam,2013,2,105.273
Mankessim,Yam,2013,3,105.273
Mankessim,Yam,2013,4,108.0738
Mankessim,Yam,2013,5,108.0738
Mankessim,Yam,2013,6,109.6575
Mankessim,Yam,2013,7,111.53
Mankessim,Yam,2013,8,110.0008
Mankessim,Yam,2013,9,106.0242
Mankessim,Yam,2013,10,105.3739
Mankessim,Yam,2013,11,106.1582
Mankessim,Yam,2013,12,106.8374
Mankessim,Yam,2014,1,112.7433
Mankessim,Yam,2014,2,113.1858
Mankessim,Yam,2014,3,113.92
Mankessim,Yam,2014,4,115.6005
Mankessim,Yam,2014,5,116.7307
Mankessim,Yam,2014,6,118.3548
Mankessim,Yam,2014,7,117.1318
Mankessim,Yam,2014,8,115.7
Mankessim,Yam,2014,9,112.1683
Mankessim,Yam,2014,10,112.243
Mankessim,Yam,2014,11,113.2103
Mankessim,Yam,2014,12,114.0564
Mankessim,Yam,2015,1,120.5275
Mankessim,Yam,2015,2,121.1263
Mankessim,Yam,2015,3,122.0781
Mankessim,Yam,2015,4,123.8958
Mankessim,Yam,2015,5,125.2882
Mankessim,Yam,2015,6,127.111
Mankessim,Yam,2015,7,126.0348
Mankessim,Yam,2015,8,124.5137
Mankessim,Yam,2015,9,120.9395
Mankessim,Yam,2015,10,121.0138
Mankessim,Yam,2015,11,122.1764
Mankessim,Yam,2015,12,123.1852
Mankessim,Yam,2016,1,130.3701
Mankessim,Yam,2016,2,131.1867
Mankessim,Yam,2016,3,132.2356
Mankessim,Yam,2016,4,134.2526
Mankessim,Yam,2016,5,135.9292
Mankessim,Yam,2016,6,137.9933
Mankessim,Yam,2016,7,136.92
Mankessim,Yam,2016,8,135.0664
Mankessim,Yam,2016,9,131.7905
Mankessim,Yam,2016,10,131.4893
Mankessim,Yam,2016,11,133.5423
Mankessim,Yam,2016,12,135.1228
Mankessim,Yam,2017,1,139.5017
Mankessim,Yam,2017,2,140.5844
Mankessim,Yam,2017,3,141.8227
Mankessim,Yam,2017,4,143.2019
Mankessim,Yam,2017,5,144.5164
Mankessim,Yam,2017,6,146.5159
Mankessim,Yam,2017,7,146.8
Mankessim,Yam,2017,8,145
Mankessim,Yam,2017,9,142.4703
Accra,Maize,2008,1,214.5
Accra,Maize,2008,2,220.7
Accra,Maize,2008,3,225.7
Accra,Maize,2008,4,231.3
Accra,Maize,2008,5,243.5
Accra,Maize,2008,6,249.1
Accra,Maize,2008,7,251
Accra,Maize,2008,8,248.6
Accra,Maize,2008,9,243.8
Accra,Maize,2008,10,236.9
Accra,Maize,2008,11,241.1
Accra,Maize,2008,12,246.7
Accra,Maize,2009,1,256.2
Accra,Maize,2009,2,262.5
Accra,Maize,2009,3,267.5
Accra,Maize,2009,4,276
Accra,Maize,2009,5,285.3
Accra,Maize,2009,6,287.8
Accra,Maize,2009,7,289.1
Accra,Maize,2009,8,285.3
Accra,Maize,2009,9,275
Accra,Maize,2009,10,269
Accra,Maize,2009,11,271
Accra,Maize,2009,12,275.9
Accra,Maize,2010,1,279.5
Accra,Maize,2010,2,284
Accra,Maize,2010,3,287.1
Accra,Maize,2010,4,292.1
Accra,Maize,2010,5,298.6
Accra,Maize,2010,6,305.4
Accra,Maize,2010,7,306
Accra,Maize,2010,8,300.5
Accra,Maize,2010,9,290.6
Accra,Maize,2010,10,284.1
Accra,Maize,2010,11,285.4
Accra,Maize,2010,12,288.3
Accra,Maize,2011,1,293
Accra,Maize,2011,2,297
Accra,Maize,2011,3,300.6
Accra,Maize,2011,4,304.3
Accra,Maize,2011,5,310.4
Accra,Maize,2011,6,313.9
Accra,Maize,2011,7,316
Accra,Maize,2011,8,311.9
Accra,Maize,2011,9,301.4
Accra,Maize,2011,10,295.6
Accra,Maize,2011,11,298
Accra,Maize,2011,12,300.6
Accra,Maize,2012,1,97.4958
Accra,Maize,2012,2,98.641
Accra,Maize,2012,3,98.641
Accra,Maize,2012,4,101.4071
Accra,Maize,2012,5,101.4071
Accra,Maize,2012,6,102.1679
Accra,Maize,2012,7,103.9148
Accra,Maize,2012,8,101.9171
Accra,Maize,2012,9,97.3699
Accra,Maize,2012,10,98.5842
Accra,Maize,2012,11,98.9502
Accra,Maize,2012,12,99.6234
Accra,Maize,2013,1,105.273
Accra,Maize,2013,2,105.273
Accra,Maize,2013,3,105.273
Accra,Maize,2013,4,108.0738
Accra,Maize,2013,5,108.0738
Accra,Maize,2013,6,109.6575
Accra,Maize,2013,7,111.53
Accra,Maize,2013,8,110.0008
Accra,Maize,2013,9,106.0242
Accra,Maize,2013,10,105.3739
Accra,Maize,2013,11,106.1582
Accra,Maize,2013,12,106.8374
Accra,Maize,2014,1,112.7433
Accra,Maize,2014,2,113.1858
Accra,Maize,2014,3,113.92
Accra,Maize,2014,4,115.6005
Accra,Maize,2014,5,116.7307
Accra,Maize,2014,6,118.3548
