market,commodity,year,month,cpi
Sunyani,Plantains (apentu),2011,9,301.4
Sunyani,Plantains (apentu),2011,10,295.6
Sunyani,Plantains (apentu),2011,11,298
Sunyani,Plantains (apentu),2011,12,300.6
Sunyani,Plantains (apentu),2012,1,97.4958
Sunyani,Plantains (apentu),2012,2,98.641
Sunyani,Plantains (apentu),2012,3,98.641
Sunyani,Plantains (apentu),2012,4,101.4071
Sunyani,Plantains (apentu),2012,5,101.4071
Sunyani,Plantains (apentu),2012,6,102.1679
Sunyani,Plantains (apentu),2012,7,103.9148
Sunyani,Plantains (apentu),2012,8,101.9171
Sunyani,Plantains (apentu),2012,9,97.3699
Sunyani,Plantains (apentu),2012,10,98.5842
Sunyani,Plantains (apentu),2012,11,98.9502
Sunyani,Plantains (apentu),2012,12,99.6234
Sunyani,Plantains (apentu),2013,1,105.273
Sunyani,Plantains (apentu),2013,2,105.273
Sunyani,Plantains (apentu),2013,3,105.273
Sunyani,Plantains (apentu),2013,4,108.0738
Sunyani,Plantains (apentu),2013,5,108.0738
Sunyani,Plantains (apentu),2013,6,109.6575
Sunyani,Plantains (apentu),2013,7,111.53
Sunyani,Plantains (apentu),2013,8,110.0008
Sunyani,Plantains (apentu),2013,9,106.0242
Sunyani,Plantains (apentu),2013,10,105.3739
Sunyani,Plantains (apentu),2013,11,106.1582
Sunyani,Plantains (apentu),2013,12,106.8374
Sunyani,Plantains (apentu),2014,1,112.7433
Sunyani,Plantains (apentu),2014,2,113.1858
Sunyani,Plantains (apentu),2014,3,113.92
Sunyani,Plantains (apentu),2014,4,115.6005
Sunyani,Plantains (apentu),2014,5,116.7307
Sunyani,Plantains (apentu),2014,6,118.3548
Sunyani,Plantains (apentu),2014,7,117.1318
Sunyani,Plantains (apentu),2014,8,115.7
Sunyani,Plantains (apentu),2014,9,112.1683
Sunyani,Plantains (apentu),2014,10,112.243
Sunyani,Plantains (apentu),2014,11,113.2103
Sunyani,Plantains (apentu),2014,12,114.0564
Sunyani,Plantains (apentu),2015,1,120.5275
Sunyani,Plantains (apentu),2015,2,121.1263
Sunyani,Plantains (apentu),2015,3,122.0781
Sunyani,Plantains (apentu),2015,4,123.8958
Sunyani,Plantains (apentu),2015,5,125.2882
Sunyani,Plantains (apentu),2015,6,127.111
Sunyani,Plantains (apentu),2015,7,126.0348
Sunyani,Plantains (apentu),2015,8,124.5137
Sunyani,Plantains (apentu),2015,9,120.9395
Sunyani,Plantains (apentu),2015,10,121.0138
Sunyani,Plantains (apentu),2015,11,122.1764
Sunyani,Plantains (apentu),2015,12,123.1852
Sunyani,Plantains (apentu),2016,1,130.3701
Sunyani,Plantains (apentu),2016,2,131.1867
Sunyani,Plantains (apentu),2016,3,132.2356
Sunyani,Plantains (apentu),2016,4,134.2526
Sunyani,Plantains (apentu),2016,5,135.9292
Sunyani,Plantains (apentu),2016,6,137.9933
Sunyani,Plantains (apentu),2016,7,136.92
Sunyani,Plantains (apentu),2016,8,135.0664
Sunyani,Plantains (apentu),2016,9,131.7905
Sunyani,Plantains (apentu),2016,10,131.4893
Sunyani,Plantains (apentu),2016,11,133.5423
Sunyani,Plantains (apentu),2016,12,135.1228
Sunyani,Plantains (apentu),2017,1,139.5017
Sunyani,Plantains (apentu),2017,2,140.5844
Sunyani,Plantains (apentu),2017,3,141.8227
Sunyani,Plantains (apentu),2017,4,143.2019
Sunyani,Plantains (apentu),2017,5,144.5164
Sunyani,Plantains (apentu),2017,6,146.5159
Sunyani,Plantains (apentu),2017,7,146.8
Sunyani,Plantains (apentu),2017,8,145
Sunyani,Plantains (apentu),2017,9,142.4703
Sunyani,Plantains (apentu),2017,10,142.2714
Sunyani,Plantains (apentu),2017,11,
Sunyani,Plantains (apentu),2017,12,
Sunyani,Plantains (apentu),2018,1,
Sunyani,Yam,2008,1,214.5
Sunyani,Yam,2008,2,220.7
Sunyani,Yam,2008,3,225.7
Sunyani,Yam,2008,4,231.3
Sunyani,Yam,2008,5,243.5
Sunyani,Yam,2008,6,249.1
Sunyani,Yam,2008,7,251
Sunyani,Yam,2008,8,248.6
Sunyani,Yam,2008,9,243.8
Sunyani,Yam,2008,10,236.9
Sunyani,Yam,2008,11,241.1
Sunyani,Yam,2008,12,246.7
Sunyani,Yam,2009,1,256.2
Sunyani,Yam,2009,2,262.5
Sunyani,Yam,2009,3,267.5
Sunyani,Yam,2009,4,276
Sunyani,Yam,2009,5,285.3
Sunyani,Yam,2009,6,287.8
Sunyani,Yam,2009,7,289.1
Sunyani,Yam,2009,8,285.3
Sunyani,Yam,2009,9,275
Sunyani,Yam,2009,10,269
Sunyani,Yam,2009,11,271
Sunyani,Yam,2009,12,275.9
Sunyani,Yam,2010,1,279.5
Sunyani,Yam,2010,2,284
Sunyani,Yam,2010,3,287.1
Sunyani,Yam,2010,4,292.1
Sunyani,Yam,2010,5,298.6
Sunyani,Yam,2010,6,305.4
Sunyani,Yam,2010,7,306
Sunyani,Yam,2010,8,300.5
Sunyani,Yam,2010,9,290.6
Sunyani,Yam,2010,10,284.1
Sunyani,Yam,2010,11,285.4
Sunyani,Yam,2010,12,288.3
Sunyani,Yam,2011,1,293
Sunyani,Yam,2011,2,297
Sunyani,Yam,2011,3,300.6
Sunyani,Yam,2011,4,304.3
Sunyani,Yam,2011,5,310.4
Sunyani,Yam,2011,6,313.9
Sunyani,Yam,2011,7,316
Sunyani,Yam,2011,8,311.9
Sunyani,Yam,2011,9,301.4
Sunyani,Yam,2011,10,295.6
Sunyani,Yam,2011,11,298
Sunyani,Yam,2011,12,300.6
Sunyani,Yam,2012,1,97.4958
Sunyani,Yam,2012,2,98.641
Sunyani,Yam,2012,3,98.641
Sunyani,Yam,2012,4,101.4071
Sunyani,Yam,2012,5,101.4071
Sunyani,Yam,2012,6,102.1679
Sunyani,Yam,2012,7,103.9148
Sunyani,Yam,2012,8,101.9171
Sunyani,Yam,2012,9,97.3699
Sunyani,Yam,2012,10,98.5842
Sunyani,Yam,2012,11,98.9502
Sunyani,Yam,2012,12,99.6234
Sunyani,Yam,2013,1,105.273
Sunyani,Yam,2013,2,105.273
Sunyani,Yam,2013,3,105.273
Sunyani,Yam,2013,4,108.0738
Sunyani,Yam,2013,5,108.0738
Sunyani,Yam,2013,6,109.6575
Sunyani,Yam,2013,7,111.53
Sunyani,Yam,2013,8,110.0008
Sunyani,Yam,2013,9,106.0242
Sunyani,Yam,2013,10,105.3739
Sunyani,Yam,2013,11,106.1582
Sunyani,Yam,2013,12,106.8374
Sunyani,Yam,2014,1,112.7433
Sunyani,Yam,2014,2,113.1858
Sunyani,Yam,2014,3,113.92
Sunyani,Yam,2014,4,115.6005
Sunyani,Yam,2014,5,116.7307
Sunyani,Yam,2014,6,118.3548
Sunyani,Yam,2014,7,117.1318
Sunyani,Yam,2014,8,115.7
Sunyani,Yam,2014,9,112.1683
Sunyani,Yam,2014,10,112.243
Sunyani,Yam,2014,11,113.2103
Sunyani,Yam,2014,12,114.0564
Sunyani,Yam,2015,1,120.5275
Sunyani,Yam,2015,2,121.1263
Sunyani,Yam,2015,3,122.0781
Sunyani,Yam,2015,4,123.8958
Sunyani,Yam,2015,5,125.2882
Sunyani,Yam,2015,6,127.111
Sunyani,Yam,2015,7,126.0348
Sunyani,Yam,2015,8,124.5137
Sunyani,Yam,2015,9,120.9395
Sunyani,Yam,2015,10,121.0138
Sunyani,Yam,2015,11,122.1764
Sunyani,Yam,2015,12,123.1852
Sunyani,Yam,2016,1,130.3701
Sunyani,Yam,2016,2,131.1867
Sunyani,Yam,2016,3,132.2356
Sunyani,Yam,2016,4,134.2526
Sunyani,Yam,2016,5,135.9292
Sunyani,Yam,2016,6,137.9933
Sunyani,Yam,2016,7,136.92
Sunyani,Yam,2016,8,135.0664
Sunyani,Yam,2016,9,131.7905
Sunyani,Yam,2016,10,131.4893
Sunyani,Yam,2016,11,133.5423
Sunyani,Yam,2016,12,135.1228
Sunyani,Yam,2017,1,139.5017
Sunyani,Yam,2017,2,140.5844
Sunyani,Yam,2017,3,141.8227
Sunyani,Yam,2017,4,143.2019
Sunyani,Yam,2017,5,144.5164
Sunyani,Yam,2017,6,146.5159
Sunyani,Yam,2017,7,146.8
Sunyani,Yam,2017,8,145
Sunyani,Yam,2017,9,142.4703
Sunyani,Yam,2017,10,142.2714
Sunyani,Yam,2017,11,
Sunyani,Yam,2017,12,
Techiman,Maize,2008,1,214.5
Techiman,Maize,2008,2,220.7
Techiman,Maize,2008,3,225.7
Techiman,Maize,2008,4,231.3
Techiman,Maize,2008,5,243.5
Techiman,Maize,2008,6,249.1
Techiman,Maize,2008,7,251
Techiman,Maize,2008,8,248.6
Techiman,Maize,2008,9,243.8
Techiman,Maize,2008,10,236.9
Techiman,Maize,2008,11,241.1
Techiman,Maize,2008,12,246.7
Techiman,Maize,2009,1,256.2
Techiman,Maize,2009,2,262.5
Techiman,Maize,2009,3,267.5
Techiman,Maize,2009,4,276
Techiman,Maize,2009,5,285.3
Techiman,Maize,2009,6,287.8
Techiman,Maize,2009,7,289.1
Techiman,Maize,2009,8,285.3
Techiman,Maize,2009,9,275
Techiman,Maize,2009,10,269
Techiman,Maize,2009,11,271
Techiman,Maize,2009,12,275.9
Techiman,Maize,2010,1,279.5
Techiman,Maize,2010,2,284
Techiman,Maize,2010,3,287.1
Techiman,Maize,2010,4,292.1
Techiman,Maize,2010,5,298.6
Techiman,Maize,2010,6,305.4
Techiman,Maize,2010,7,306
Techiman,Maize,2010,8,300.5
Techiman,Maize,2010,9,290.6
Techiman,Maize,2010,10,284.1
Techiman,Maize,2010,11,285.4
Techiman,Maize,2010,12,288.3
Techiman,Maize,2011,1,293
Techiman,Maize,2011,2,297
Techiman,Maize,2011,3,300.6
Techiman,Maize,2011,4,304.3
Techiman,Maize,2011,5,310.4
Techiman,Maize,2011,6,313.9
Techiman,Maize,2011,7,316
Techiman,Maize,2011,8,311.9
Techiman,Maize,2011,9,301.4
Techiman,Maize,2011,10,295.6
Techiman,Maize,2011,11,298
Techiman,Maize,2011,12,300.6
Techiman,Maize,2012,1,97.4958
Techiman,Maize,2012,2,98.641
Techiman,Maize,2012,3,98.641
Techiman,Maize,2012,4,101.4071
Techiman,Maize,2012,5,101.4071
Techiman,Maize,2012,6,102.1679
Techiman,Maize,2012,7,103.9148
Techiman,Maize,2012,8,101.9171
Techiman,Maize,2012,9,97.3699
Techiman,Maize,2012,10,98.5842
Techiman,Maize,2012,11,98.9502
Techiman,Maize,2012,12,99.6234
Techiman,Maize,2013,1,105.273
Techiman,Maize,2013,2,105.273
Techiman,Maize,2013,3,105.273
Techiman,Maize,2013,4,108.0738
Techiman,Maize,2013,5,108.0738
Techiman,Maize,2013,6,109.6575
Techiman,Maize,2013,7,111.53
Techiman,Maize,2013,8,110.0008
Techiman,Maize,2013,9,106.0242
Techiman,Maize,2013,10,105.3739
Techiman,Maize,2013,11,106.1582
Techiman,Maize,2013,12,106.8374
Techiman,Maize,2014,1,112.7433
Techiman,Maize,2014,2,113.1858
Techiman,Maize,2014,3,113.92
Techiman,Maize,2014,4,115.6005
Techiman,Maize,2014,5,116.7307
Techiman,Maize,2014,6,118.3548
Techiman,Maize,2014,7,117.1318
Techiman,Maize,2014,8,115.7
Techiman,Maize,2014,9,112.1683
Techiman,Maize,2014,10,112.243
Techiman,Maize,2014,11,113.2103
Techiman,Maize,2014,12,114.0564
Techiman,Maize,2015,1,120.5275
Techiman,Maize,2015,2,121.1263
Techiman,Maize,2015,3,122.0781
Techiman,Maize,2015,4,123.8958
Techiman,Maize,2015,5,125.2882
Techiman,Maize,2015,6,127.111
Techiman,Maize,2015,7,126.0348
Techiman,Maize,2015,8,124.5137
Techiman,Maize,2015,9,120.9395
Techiman,Maize,2015,10,121.0138
Techiman,Maize,2015,11,122.1764
Techiman,Maize,2015,12,123.1852
Techiman,Maize,2016,1,130.3701
Techiman,Maize,2016,2,131.1867
Techiman,Maize,2016,3,132.2356
Techiman,Maize,2016,4,134.2526
Techiman,Maize,2016,5,135.9292
Techiman,Maize,2016,6,137.9933
Techiman,Maize,2016,7,136.92
Techiman,Maize,2016,8,135.0664
Techiman,Maize,2016,9,131.7905
Techiman,Maize,2016,10,131.4893
Techiman,Maize,2016,11,133.5423
Techiman,Maize,2016,12,135.1228
Techiman,Maize,2017,1,139.5017
Techiman,Maize,2017,2,140.5844
Techiman,Maize,2017,3,141.8227
Techiman,Maize,2017,4,143.2019
Techiman,Maize,2017,5,144.5164
Techiman,Maize,2017,6,146.5159
Techiman,Maize,2017,7,146.8
Techiman,Maize,2017,8,145
Techiman,Maize,2017,9,142.4703
Techiman,Maize,2017,10,142.2714
Techiman,Maize,2017,11,
Techiman,Maize,2017,12,
Techiman,Cassava,2008,1,214.5
Techiman,Cassava,2008,2,220.7
Techiman,Cassava,2008,3,225.7
Techiman,Cassava,2008,4,231.3
Techiman,Cassava,2008,5,243.5
Techiman,Cassava,2008,6,249.1
Techiman,Cassava,2008,7,251
Techiman,Cassava,2008,8,248.6
Techiman,Cassava,2008,9,243.8
Techiman,Cassava,2008,10,236.9
Techiman,Cassava,2008,11,241.1
Techiman,Cassava,2008,12,246.7
Techiman,Cassava,2009,1,256.2
Techiman,Cassava,2009,2,262.5
Techiman,Cassava,2009,3,267.5
Techiman,Cassava,2009,4,276
Techiman,Cassava,2009,5,285.3
Techiman,Cassava,2009,6,287.8
Techiman,Cassava,2009,7,289.1
Techiman,Cassava,2009,8,285.3
Techiman,Cassava,2009,9,275
Techiman,Cassava,2009,10,269
Techiman,Cassava,2009,11,271
Techiman,Cassava,2009,12,275.9
Techiman,Cassava,2010,1,279.5
Techiman,Cassava,2010,2,284
Techiman,Cassava,2010,3,287.1
Techiman,Cassava,2010,4,292.1
Techiman,Cassava,2010,5,298.6
Techiman,Cassava,2010,6,305.4
Techiman,Cassava,2010,7,306
Techiman,Cassava,2010,8,300.5
Techiman,Cassava,2010,9,290.6
Techiman,Cassava,2010,10,284.1
Techiman,Cassava,2010,11,285.4
Techiman,Cassava,2010,12,288.3
Techiman,Cassava,2011,1,293
Techiman,Cassava,2011,2,297
Techiman,Cassava,2011,3,300.6
Techiman,Cassava,2011,4,304.3
Techiman,Cassava,2011,5,310.4
Techiman,Cassava,2011,6,313.9
Techiman,Cassava,2011,7,316
Techiman,Cassava,2011,8,311.9
Techiman,Cassava,2011,9,301.4
Techiman,Cassava,2011,10,295.6
Techiman,Cassava,2011,11,298
Techiman,Cassava,2011,12,300.6
Techiman,Cassava,2012,1,97.4958
Techiman,Cassava,2012,2,98.641
Techiman,Cassava,2012,3,98.641
Techiman,Cassava,2012,4,101.4071
Techiman,Cassava,2012,5,101.4071
Techiman,Cassava,2012,6,102.1679
Techiman,Cassava,2012,7,103.9148
Techiman,Cassava,2012,8,101.9171
Techiman,Cassava,2012,9,97.3699
Techiman,Cassava,2012,10,98.5842
Techiman,Cassava,2012,11,98.9502
Techiman,Cassava,2012,12,99.6234
Techiman,Cassava,2013,1,105.273
Techiman,Cassava,2013,2,105.273
Techiman,Cassava,2013,3,105.273
Techiman,Cassava,2013,4,108.0738
Techiman,Cassava,2013,5,108.0738
Techiman,Cassava,2013,6,109.6575
Techiman,Cassava,2013,7,111.53
Techiman,Cassava,2013,8,110.0008
Techiman,Cassava,2013,9,106.0242
Techiman,Cassava,2013,10,105.3739
Techiman,Cassava,2013,11,106.1582
Techiman,Cassava,2013,12,106.8374
Techiman,Cassava,2014,1,112.7433
Techiman,Cassava,2014,2,113.1858
Techiman,Cassava,2014,3,113.92
Techiman,Cassava,2014,4,115.6005
Techiman,Cassava,2014,5,116.7307
Techiman,Cassava,2014,6,118.3548
Techiman,Cassava,2014,7,117.1318
Techiman,Cassava,2014,8,115.7
Techiman,Cassava,2014,9,112.1683
Techiman,Cassava,2014,10,112.243
Techiman,Cassava,2014,11,113.2103
Techiman,Cassava,2014,12,114.0564
Techiman,Cassava,2015,1,120.5275
Techiman,Cassava,2015,2,121.1263
Techiman,Cassava,2015,3,122.0781
Techiman,Cassava,2015,4,123.8958
Techiman,Cassava,2015,5,125.2882
Techiman,Cassava,2015,6,127.111
Techiman,Cassava,2015,7,126.0348
Techiman,Cassava,2015,8,124.5137
Techiman,Cassava,2015,9,120.9395
Techiman,Cassava,2015,10,121.0138
Techiman,Cassava,2015,11,122.1764
Techiman,Cassava,2015,12,123.1852
Techiman,Cassava,2016,1,130.3701
Techiman,Cassava,2016,2,131.1867
Techiman,Cassava,2016,3,132.2356
Techiman,Cassava,2016,4,134.2526
Techiman,Cassava,2016,5,135.9292
Techiman,Cassava,2016,6,137.9933
Techiman,Cassava,2016,7,136.92
Techiman,Cassava,2016,8,135.0664
Techiman,Cassava,2016,9,131.7905
Techiman,Cassava,2016,10,131.4893
Techiman,Cassava,2016,11,133.5423
Techiman,Cassava,2016,12,135.1228
Techiman,Cassava,2017,1,139.5017
Techiman,Cassava,2017,2,140.5844
Techiman,Cassava,2017,3,141.8227
Techiman,Cassava,2017,4,143.2019
Techiman,Cassava,2017,5,144.5164
Techiman,Cassava,2017,6,146.5159
Techiman,Cassava,2017,7,146.8
Techiman,Cassava,2017,8,145
Techiman,Cassava,2017,9,142.4703
Techiman,Cassava,2017,10,142.2714
Techiman,Cassava,2017,11,
Techiman,Cassava,2017,12,
Techiman,Rice (local),2008,1,214.5
Techiman,Rice (local),2008,2,220.7
Techiman,Rice (local),2008,3,225.7
Techiman,Rice (local),2008,4,231.3
Techiman,Rice (local),2008,5,243.5
Techiman,Rice (local),2008,6,249.1
Techiman,Rice (local),2008,7,251
Techiman,Rice (local),2008,8,248.6
Techiman,Rice (local),2008,9,243.8
Techiman,Rice (local),2008,10,236.9
Techiman,Rice (local),2008,11,241.1
Techiman,Rice (local),2008,12,246.7
Techiman,Rice (local),2009,1,256.2
Techiman,Rice (local),2009,2,262.5
Techiman,Rice (local),2009,3,267.5
Techiman,Rice (local),2009,4,276
Techiman,Rice (local),2009,5,285.3
Techiman,Rice (local),2009,6,287.8
Techiman,Rice (local),2009,7,289.1
Techiman,Rice (local),2009,8,285.3
Techiman,Rice (local),2009,9,275
Techiman,Rice (local),2009,10,269
Techiman,Rice (local),2009,11,271
Techiman,Rice (local),2009,12,275.9
Techiman,Rice (local),2010,1,279.5
Techiman,Rice (local),2010,2,284
Techiman,Rice (local),2010,3,287.1
Techiman,Rice (local),2010,4,292.1
Techiman,Rice (local),2010,5,298.6
Techiman,Rice (local),2010,6,305.4
Techiman,Rice (local),2010,7,306
Techiman,Rice (local),2010,8,300.5
Techiman,Rice (local),2010,9,290.6
Techiman,Rice (local),2010,10,284.1
Techiman,Rice (local),2010,11,285.4
Techiman,Rice (local),2010,12,288.3
Techiman,Rice (local),2011,1,293
Techiman,Rice (local),2011,2,297
Techiman,Rice (local),2011,3,300.6
Techiman,Rice (local),2011,4,304.3
Techiman,Rice (local),2011,5,310.4
Techiman,Rice (local),2011,6,313.9
Techiman,Rice (local),2011,7,316
Techiman,Rice (local),2011,8,311.9
Techiman,Rice (local),2011,9,301.4
Techiman,Rice (local),2011,10,295.6
Techiman,Rice (local),2011,11,298
Techiman,Rice (local),2011,12,300.6
Techiman,Rice (local),2012,1,97.4958
Techiman,Rice (local),2012,2,98.641
Techiman,Rice (local),2012,3,98.641
Techiman,Rice (local),2012,4,101.4071
Techiman,Rice (local),2012,5,101.4071
Techiman,Rice (local),2012,6,102.1679
Techiman,Rice (local),2012,7,103.9148
Techiman,Rice (local),2012,8,101.9171
Techiman,Rice (local),2012,9,97.3699
Techiman,Rice (local),2012,10,98.5842
Techiman,Rice (local),2012,11,98.9502
Techiman,Rice (local),2012,12,99.6234
Techiman,Rice (local),2013,1,105.273
Techiman,Rice (local),2013,2,105.273
Techiman,Rice (local),2013,3,105.273
Techiman,Rice (local),2013,4,108.0738
Techiman,Rice (local),2013,5,108.0738
Techiman,Rice (local),2013,6,109.6575
Techiman,Rice (local),2013,7,111.53
Techiman,Rice (local),2013,8,110.0008
Techiman,Rice (local),2013,9,106.0242
Techiman,Rice (local),2013,10,105.3739
Techiman,Rice (local),2013,11,106.1582
Techiman,Rice (local),2013,12,106.8374
Techiman,Rice (local),2014,1,112.7433
Techiman,Rice (local),2014,2,113.1858
Techiman,Rice (local),2014,3,113.92
Techiman,Rice (local),2014,4,115.6005
Techiman,Rice (local),2014,5,116.7307
Techiman,Rice (local),2014,6,118.3548
Techiman,Rice (local),2014,7,117.1318
Techiman,Rice (local),2014,8,115.7
Techiman,Rice (local),2014,9,112.1683
Techiman,Rice (local),2014,10,112.243
Techiman,Rice (local),2014,11,113.2103
Techiman,Rice (local),2014,12,114.0564
Techiman,Rice (local),2015,1,120.5275
Techiman,Rice (local),2015,2,121.1263
Techiman,Rice (local),2015,3,122.0781
Techiman,Rice (local),2015,4,123.8958
Techiman,Rice (local),2015,5,125.2882
Techiman,Rice (local),2015,6,127.111
Techiman,Rice (local),2015,7,126.0348
Techiman,Rice (local),2015,8,124.5137
Techiman,Rice (local),2015,9,120.9395
Techiman,Rice (local),2015,10,121.0138
Techiman,Rice (local),2015,11,122.1764
Techiman,Rice (local),2015,12,123.1852
Techiman,Rice (local),2016,1,130.3701
Techiman,Rice (local),2016,2,131.1867
Techiman,Rice (local),2016,3,132.2356
Techiman,Rice (local),2016,4,134.2526
Techiman,Rice (local),2016,5,135.9292
Techiman,Rice (local),2016,6,137.9933
Techiman,Rice (local),2016,7,136.92
Techiman,Rice (local),2016,8,135.0664
Techiman,Rice (local),2016,9,131.7905
Techiman,Rice (local),2016,10,131.4893
Techiman,Rice (local),2016,11,133.5423
Techiman,Rice (local),2016,12,135.1228
Techiman,Rice (local),2017,1,139.5017
Techiman,Rice (local),2017,2,140.5844
Techiman,Rice (local),2017,3,141.8227
Techiman,Rice (local),2017,4,143.2019
Techiman,Rice (local),2017,5,144.5164
Techiman,Rice (local),2017,6,146.5159
Techiman,Rice (local),2017,7,146.8
Techiman,Rice (local),2017,8,145
Techiman,Rice (local),2017,9,142.4703
Techiman,Rice (local),2017,10,142.2714
Techiman,Rice (local),2017,11,
Techiman,Rice (local),2017,12,
Techiman,Plantains (apentu),2008,1,214.5
Techiman,Plantains (apentu),2008,2,220.7
Techiman,Plantains (apentu),2008,3,225.7
Techiman,Plantains (apentu),2008,4,231.3
Techiman,Plantains (apentu),2008,5,243.5
Techiman,Plantains (apentu),2008,6,249.1
Techiman,Plantains (apentu),2008,7,251
Techiman,Plantains (apentu),2008,8,248.6
Techiman,Plantains (apentu),2008,9,243.8
Techiman,Plantains (apentu),2008,10,236.9
Techiman,Plantains (apentu),2008,11,241.1
Techiman,Plantains (apentu),2008,12,246.7
Techiman,Plantains (apentu),2009,1,256.2
Techiman,Plantains (apentu),2009,2,262.5
Techiman,Plantains (apentu),2009,3,267.5
Techiman,Plantains (apentu),2009,4,276
Techiman,Plantains (apentu),2009,5,285.3
Techiman,Plantains (apentu),2009,6,287.8
Techiman,Plantains (apentu),2009,7,289.1
Techiman,Plantains (apentu),2009,8,285.3
Techiman,Plantains (apentu),2009,9,275
Techiman,Plantains (apentu),2009,10,269
Techiman,Plantains (apentu),2009,11,271
Techiman,Plantains (apentu),2009,12,275.9
Techiman,Plantains (apentu),2010,1,279.5
Techiman,Plantains (apentu),2010,2,284
Techiman,Plantains (apentu),2010,3,287.1
Techiman,Plantains (apentu),2010,4,292.1
Techiman,Plantains (apentu),2010,5,298.6
Techiman,Plantains (apentu),2010,6,305.4
Techiman,Plantains (apentu),2010,7,306
Techiman,Plantains (apentu),2010,8,300.5
Techiman,Plantains (apentu),2010,9,290.6
Techiman,Plantains (apentu),2010,10,284.1
Techiman,Plantains (apentu),2010,11,285.4
Techiman,Plantains (apentu),2010,12,288.3
Techiman,Plantains (apentu),2011,1,293
Techiman,Plantains (apentu),2011,2,297
Techiman,Plantains (apentu),2011,3,300.6
Techiman,Plantains (apentu),2011,4,304.3
Techiman,Plantains (apentu),2011,5,310.4
Techiman,Plantains (apentu),2011,6,313.9
Techiman,Plantains (apentu),2011,7,316
Techiman,Plantains (apentu),2011,8,311.9
Techiman,Plantains (apentu),2011,9,301.4
Techiman,Plantains (apentu),2011,10,295.6
Techiman,Plantains (apentu),2011,11,298
Techiman,Plantains (apentu),2011,12,300.6
Techiman,Plantains (apentu),2012,1,97.4958
Techiman,Plantains (apentu),2012,2,98.641
Techiman,Plantains (apentu),2012,3,98.641
Techiman,Plantains (apentu),2012,4,101.4071
Techiman,Plantains (apentu),2012,5,101.4071
Techiman,Plantains (apentu),2012,6,102.1679
Techiman,Plantains (apentu),2012,7,103.9148
Techiman,Plantains (apentu),2012,8,101.9171
Techiman,Plantains (apentu),2012,9,97.3699
Techiman,Plantains (apentu),2012,10,98.5842
Techiman,Plantains (apentu),2012,11,98.9502
Techiman,Plantains (apentu),2012,12,99.6234
Techiman,Plantains (apentu),2013,1,105.273
Techiman,Plantains (apentu),2013,2,105.273
Techiman,Plantains (apentu),2013,3,105.273
Techiman,Plantains (apentu),2013,4,108.0738
Techiman,Plantains (apentu),2013,5,108.0738
Techiman,Plantains (apentu),2013,6,109.6575
Techiman,Plantains (apentu),2013,7,111.53
Techiman,Plantains (apentu),2013,8,110.0008
Techiman,Plantains (apentu),2013,9,106.0242
Techiman,Plantains (apentu),2013,10,105.3739
Techiman,Plantains (apentu),2013,11,106.1582
Techiman,Plantains (apentu),2013,12,106.8374
Techiman,Plantains (apentu),2014,1,112.7433
Techiman,Plantains (apentu),2014,2,113.1858
Techiman,Plantains (apentu),2014,3,113.92
Techiman,Plantains (apentu),2014,4,115.6005
Techiman,Plantains (apentu),2014,5,116.7307
Techiman,Plantains (apentu),2014,6,118.3548
Techiman,Plantains (apentu),2014,7,117.1318
Techiman,Plantains (apentu),2014,8,115.7
Techiman,Plantains (apentu),2014,9,112.1683
Techiman,Plantains (apentu),2014,10,112.243
Techiman,Plantains (apentu),2014,11,113.2103
Techiman,Plantains (apentu),2014,12,114.0564
Techiman,Plantains (apentu),2015,1,120.5275
Techiman,Plantains (apentu),2015,2,121.1263
Techiman,Plantains (apentu),2015,3,122.0781
Techiman,Plantains (apentu),2015,4,123.8958
Techiman,Plantains (apentu),2015,5,125.2882
Techiman,Plantains (apentu),2015,6,127.111
Techiman,Plantains (apentu),2015,7,126.0348
Techiman,Plantains (apentu),2015,8,124.5137
Techiman,Plantains (apentu),2015,9,120.9395
Techiman,Plantains (apentu),2015,10,121.0138
Techiman,Plantains (apentu),2015,11,122.1764
Techiman,Plantains (apentu),2015,12,123.1852
Techiman,Plantains (apentu),2016,1,130.3701
Techiman,Plantains (apentu),2016,2,131.1867
Techiman,Plantains (apentu),2016,3,132.2356
Techiman,Plantains (apentu),2016,4,134.2526
Techiman,Plantains (apentu),2016,5,135.9292
Techiman,Plantains (apentu),2016,6,137.9933
Techiman,Plantains (apentu),2016,7,136.92
Techiman,Plantains (apentu),2016,8,135.0664
Techiman,Plantains (apentu),2016,9,131.7905
Techiman,Plantains (apentu),2016,10,131.4893
Techiman,Plantains (apentu),2016,11,133.5423
Techiman,Plantains (apentu),2016,12,135.1228
Techiman,Plantains (apentu),2017,1,139.5017
Techiman,Plantains (apentu),2017,2,140.5844
Techiman,Plantains (apentu),2017,3,141.8227
Techiman,Plantains (apentu),2017,4,143.2019
Techiman,Plantains (apentu),2017,5,144.5164
Techiman,Plantains (apentu),2017,6,146.5159
Techiman,Plantains (apentu),2017,7,146.8
Techiman,Plantains (apentu),2017,8,145
Techiman,Plantains (apentu),2017,9,142.4703
Techiman,Plantains (apentu),2017,10,142.2714
Techiman,Plantains (apentu),2017,11,
Techiman,Plantains (apentu),2017,12,
Techiman,Yam,2008,1,214.5
Techiman,Yam,2008,2,220.7
Techiman,Yam,2008,3,225.7
Techiman,Yam,2008,4,231.3
